,,text,target,Text,text_final
3242,39256,Best thing to come out of covid 19 is gas prices.,2,"['best', 'thing', 'to', 'come', 'out', 'of', 'covid', '19', 'is', 'gas', 'prices', '.']","['best', 'thing', 'come', 'covid', 'gas', 'price']"
3243,35284,A friend of mine lives in a very wealthy area and was doing a food drive for the local food bank who have been struggling with high demand during Covid 19 They found that disproportionately the people willing to give food came from the few council flats in the area,2,"['a', 'friend', 'of', 'mine', 'lives', 'in', 'a', 'very', 'wealthy', 'area', 'and', 'was', 'doing', 'a', 'food', 'drive', 'for', 'the', 'local', 'food', 'bank', 'who', 'have', 'been', 'struggling', 'with', 'high', 'demand', 'during', 'covid', '19', 'they', 'found', 'that', 'disproportionately', 'the', 'people', 'willing', 'to', 'give', 'food', 'came', 'from', 'the', 'few', 'council', 'flats', 'in', 'the', 'area']","['friend', 'mine', 'life', 'wealthy', 'area', 'food', 'drive', 'local', 'food', 'bank', 'struggle', 'high', 'demand', 'covid', 'find', 'disproportionately', 'people', 'willing', 'give', 'food', 'come', 'council', 'flat', 'area']"
3244,34627,"Senate Democrats propose $25,000 hazard-pay plan for essential workers.

The proposal would give doctors, nurses &amp; other essential workers, like grocery store clerks, up to $25,000 in hazard pay as part of the phase four #coronavirus relief bill. #COVID19
https://t.co/xoG7sicana",2,"['senate', 'democrats', 'propose', '$', '25,000', 'hazard-pay', 'plan', 'for', 'essential', 'workers', '.', 'the', 'proposal', 'would', 'give', 'doctors', ',', 'nurses', '&', 'amp', ';', 'other', 'essential', 'workers', ',', 'like', 'grocery', 'store', 'clerks', ',', 'up', 'to', '$', '25,000', 'in', 'hazard', 'pay', 'as', 'part', 'of', 'the', 'phase', 'four', '#', 'coronavirus', 'relief', 'bill', '.', '#', 'covid19', 'https', ':', '//t.co/xog7sicana']","['senate', 'democrat', 'propose', 'plan', 'essential', 'worker', 'proposal', 'would', 'give', 'doctor', 'nurse', 'amp', 'essential', 'worker', 'like', 'grocery', 'store', 'clerk', 'hazard', 'pay', 'part', 'phase', 'four', 'coronavirus', 'relief', 'bill', 'http']"
3245,41094,"PSA: If you don't have a Switch, DO NOT try to buy one right now. They're in short supply due to COVID-19 restrictions and the prices have skyrocketed. Same goes for Switch Lite.

I highly recommend the system, but it is NOT worth a $400-$500 investment. Wait for a lower price.",0,"['psa', ':', 'if', 'you', 'do', ""n't"", 'have', 'a', 'switch', ',', 'do', 'not', 'try', 'to', 'buy', 'one', 'right', 'now', '.', 'they', ""'re"", 'in', 'short', 'supply', 'due', 'to', 'covid-19', 'restrictions', 'and', 'the', 'prices', 'have', 'skyrocketed', '.', 'same', 'goes', 'for', 'switch', 'lite', '.', 'i', 'highly', 'recommend', 'the', 'system', ',', 'but', 'it', 'is', 'not', 'worth', 'a', '$', '400-', '$', '500', 'investment', '.', 'wait', 'for', 'a', 'lower', 'price', '.']","['psa', 'switch', 'try', 'buy', 'one', 'right', 'short', 'supply', 'due', 'restriction', 'price', 'skyrocket', 'go', 'switch', 'lite', 'highly', 'recommend', 'system', 'worth', 'investment', 'wait', 'low', 'price']"
3246,36605,"@ssupnow 1. SANITIZER
2. ITALY
3. WUHAN
4. GROCERY
@ssupnow
#coronavirus #covid19 #contest #alert #GiveawayAlert #competition #puzzle 
Join
@nishugyan @Laxmi59035721 @imsameer_12 @Shubham44274925 @Ranjan47480126 @Mr_Devashish_07",2,"['@', 'ssupnow', '1.', 'sanitizer', '2.', 'italy', '3.', 'wuhan', '4.', 'grocery', '@', 'ssupnow', '#', 'coronavirus', '#', 'covid19', '#', 'contest', '#', 'alert', '#', 'giveawayalert', '#', 'competition', '#', 'puzzle', 'join', '@', 'nishugyan', '@', 'laxmi59035721', '@', 'imsameer_12', '@', 'shubham44274925', '@', 'ranjan47480126', '@', 'mr_devashish_07']","['ssupnow', 'sanitizer', 'italy', 'wuhan', 'grocery', 'ssupnow', 'coronavirus', 'contest', 'alert', 'giveawayalert', 'competition', 'puzzle', 'join', 'nishugyan']"
3247,34881,"NEW BLOG POST ? weÂre discussing how to keep yourself, your family, and others safe while grocery shopping and when you get home. Plus, 7 days of simple, inspired meals for dinner this week!

https://t.co/eDuTew0qYp",2,"['new', 'blog', 'post', '?', 'weâ\x92re', 'discussing', 'how', 'to', 'keep', 'yourself', ',', 'your', 'family', ',', 'and', 'others', 'safe', 'while', 'grocery', 'shopping', 'and', 'when', 'you', 'get', 'home', '.', 'plus', ',', '7', 'days', 'of', 'simple', ',', 'inspired', 'meals', 'for', 'dinner', 'this', 'week', '!', 'https', ':', '//t.co/edutew0qyp']","['new', 'blog', 'post', 'discuss', 'keep', 'family', 'others', 'safe', 'grocery', 'shopping', 'get', 'home', 'plus', 'day', 'simple', 'inspired', 'meal', 'dinner', 'week', 'http']"
3248,40842,Really enjoying the look on faces of people who see the line to enter the supermarket. You can see their brain debating how much they actually need those items. #COVID19 #Covid_19australia #coronavirus https://t.co/JwepaLQAIn,2,"['really', 'enjoying', 'the', 'look', 'on', 'faces', 'of', 'people', 'who', 'see', 'the', 'line', 'to', 'enter', 'the', 'supermarket', '.', 'you', 'can', 'see', 'their', 'brain', 'debating', 'how', 'much', 'they', 'actually', 'need', 'those', 'items', '.', '#', 'covid19', '#', 'covid_19australia', '#', 'coronavirus', 'https', ':', '//t.co/jwepalqain']","['really', 'enjoy', 'look', 'face', 'people', 'see', 'line', 'enter', 'supermarket', 'see', 'brain', 'debate', 'much', 'actually', 'need', 'item', 'coronavirus', 'http']"
3249,36257,"#AsianShares rose on Thursday on hopes the COVID-19 #pandemic is nearing a peak and that governments would roll out more stimulus measures, while expectations of an #oil production cut agreement bolstered #crude prices. #OPEC #coronavirus  https://t.co/cXxH2e9SAv https://t.co/bsWLQPGDxE",2,"['#', 'asianshares', 'rose', 'on', 'thursday', 'on', 'hopes', 'the', 'covid-19', '#', 'pandemic', 'is', 'nearing', 'a', 'peak', 'and', 'that', 'governments', 'would', 'roll', 'out', 'more', 'stimulus', 'measures', ',', 'while', 'expectations', 'of', 'an', '#', 'oil', 'production', 'cut', 'agreement', 'bolstered', '#', 'crude', 'prices', '.', '#', 'opec', '#', 'coronavirus', 'https', ':', '//t.co/cxxh2e9sav', 'https', ':', '//t.co/bswlqpgdxe']","['asianshares', 'rise', 'thursday', 'hop', 'pandemic', 'near', 'peak', 'government', 'would', 'roll', 'stimulus', 'measure', 'expectation', 'oil', 'production', 'cut', 'agreement', 'bolster', 'crude', 'price', 'opec', 'coronavirus', 'http', 'http']"
3250,37379,"83% of Americans Working From Home Due to COVID-19 Say They Miss In-person Meetings and Conventions - https://t.co/3SJKTFxWKN
New survey signals strong consumer confidence in the meetings industry and an eagerness to return to face-to-face business events when physical distanc... https://t.co/vnW30hf7SV",2,"['83', '%', 'of', 'americans', 'working', 'from', 'home', 'due', 'to', 'covid-19', 'say', 'they', 'miss', 'in-person', 'meetings', 'and', 'conventions', '-', 'https', ':', '//t.co/3sjktfxwkn', 'new', 'survey', 'signals', 'strong', 'consumer', 'confidence', 'in', 'the', 'meetings', 'industry', 'and', 'an', 'eagerness', 'to', 'return', 'to', 'face-to-face', 'business', 'events', 'when', 'physical', 'distanc', '...', 'https', ':', '//t.co/vnw30hf7sv']","['american', 'work', 'home', 'due', 'say', 'miss', 'meeting', 'convention', 'http', 'new', 'survey', 'signal', 'strong', 'consumer', 'confidence', 'meeting', 'industry', 'eagerness', 'return', 'business', 'event', 'physical', 'distanc', 'http']"
3251,38151,Economic data is beginning to reflect the severe impact the Covid 19 outbreak is having on the economy with the manufacturing PMI and consumer confidence sliding in March,2,"['economic', 'data', 'is', 'beginning', 'to', 'reflect', 'the', 'severe', 'impact', 'the', 'covid', '19', 'outbreak', 'is', 'having', 'on', 'the', 'economy', 'with', 'the', 'manufacturing', 'pmi', 'and', 'consumer', 'confidence', 'sliding', 'in', 'march']","['economic', 'data', 'begin', 'reflect', 'severe', 'impact', 'covid', 'outbreak', 'economy', 'manufacturing', 'pmi', 'consumer', 'confidence', 'sliding', 'march']"
3252,40809,"Went on an online shopping spree to find a comfy jumpsuit that reaches my ankles. Few websites list inseam.

Unsure about the what the ethics of sad-buying stuff is when it requires ppl to work. Probably not ethical? Now IÂm more sad.

#SocialDistancing Day 30
#StayAtHome Day 16",0,"['went', 'on', 'an', 'online', 'shopping', 'spree', 'to', 'find', 'a', 'comfy', 'jumpsuit', 'that', 'reaches', 'my', 'ankles', '.', 'few', 'websites', 'list', 'inseam', '.', 'unsure', 'about', 'the', 'what', 'the', 'ethics', 'of', 'sad-buying', 'stuff', 'is', 'when', 'it', 'requires', 'ppl', 'to', 'work', '.', 'probably', 'not', 'ethical', '?', 'now', 'iâ\x92m', 'more', 'sad', '.', '#', 'socialdistancing', 'day', '30', '#', 'stayathome', 'day', '16']","['go', 'online', 'shopping', 'spree', 'find', 'comfy', 'jumpsuit', 'reach', 'ankle', 'website', 'list', 'inseam', 'unsure', 'ethic', 'stuff', 'require', 'ppl', 'work', 'probably', 'ethical', 'sad', 'socialdistancing', 'day', 'stayathome', 'day']"
3253,33628,"We must tell the Chinese government that if it does not regulate low mask prices in its online stores, we will immediately invade them by earh, sea and air. #China
@casareal #gobiernodeespana @desdelamoncloa @sanidadgob @Defensagob @un @WHO @SpainNATO @Nato #coronavirus #covid19",2,"['we', 'must', 'tell', 'the', 'chinese', 'government', 'that', 'if', 'it', 'does', 'not', 'regulate', 'low', 'mask', 'prices', 'in', 'its', 'online', 'stores', ',', 'we', 'will', 'immediately', 'invade', 'them', 'by', 'earh', ',', 'sea', 'and', 'air', '.', '#', 'china', '@', 'casareal', '#', 'gobiernodeespana', '@', 'desdelamoncloa', '@', 'sanidadgob', '@', 'defensagob', '@', 'un', '@', 'who', '@', 'spainnato', '@', 'nato', '#', 'coronavirus', '#', 'covid19']","['must', 'tell', 'chinese', 'government', 'regulate', 'low', 'mask', 'price', 'online', 'store', 'immediately', 'invade', 'earh', 'sea', 'air', 'china', 'casareal', 'gobiernodeespana', 'desdelamoncloa', 'sanidadgob', 'defensagob', 'un', 'spainnato', 'nato', 'coronavirus']"
3254,39445,It may take 9 months for the economy to recover from the 19 shock says Bank Chairman Deepak Parekh He warns prices may fall by at least 20 leaving many companies bankrupt Banks too may be on a tighter leash post the,0,"['it', 'may', 'take', '9', 'months', 'for', 'the', 'economy', 'to', 'recover', 'from', 'the', '19', 'shock', 'says', 'bank', 'chairman', 'deepak', 'parekh', 'he', 'warns', 'prices', 'may', 'fall', 'by', 'at', 'least', '20', 'leaving', 'many', 'companies', 'bankrupt', 'banks', 'too', 'may', 'be', 'on', 'a', 'tighter', 'leash', 'post', 'the']","['may', 'take', 'month', 'economy', 'recover', 'shock', 'say', 'bank', 'chairman', 'deepak', 'parekh', 'warn', 'price', 'may', 'fall', 'least', 'leave', 'many', 'company', 'bankrupt', 'bank', 'may', 'tighter', 'leash', 'post']"
3255,37808,Wow I am in tears listening to Zenobia Sheperd speaking out on about her daughter dying from She worked at Giant supermarket Her last check was 20 She died for 20 Dear God we must do better in this country Stephanie Ruhle is in tears,2,"['wow', 'i', 'am', 'in', 'tears', 'listening', 'to', 'zenobia', 'sheperd', 'speaking', 'out', 'on', 'about', 'her', 'daughter', 'dying', 'from', 'she', 'worked', 'at', 'giant', 'supermarket', 'her', 'last', 'check', 'was', '20', 'she', 'died', 'for', '20', 'dear', 'god', 'we', 'must', 'do', 'better', 'in', 'this', 'country', 'stephanie', 'ruhle', 'is', 'in', 'tears']","['wow', 'tear', 'listen', 'zenobia', 'sheperd', 'speak', 'daughter', 'die', 'work', 'giant', 'supermarket', 'last', 'check', 'die', 'dear', 'god', 'must', 'good', 'country', 'stephanie', 'ruhle', 'tear']"
3256,35097,"Nielsen has an eye-opening report with some surprising insights on consumer buying behavior now
https://t.co/xxN39NS00L

 #retail #cpg #trends #covid19 #nielsen",2,"['nielsen', 'has', 'an', 'eye-opening', 'report', 'with', 'some', 'surprising', 'insights', 'on', 'consumer', 'buying', 'behavior', 'now', 'https', ':', '//t.co/xxn39ns00l', '#', 'retail', '#', 'cpg', '#', 'trends', '#', 'covid19', '#', 'nielsen']","['nielsen', 'report', 'surprising', 'insight', 'consumer', 'buying', 'behavior', 'https', 'retail', 'cpg', 'trend', 'nielsen']"
3257,38638,"The #British love to queue, so with all this #SocialDistancing, supermarket car parks are now the place to hang out!",2,"['the', '#', 'british', 'love', 'to', 'queue', ',', 'so', 'with', 'all', 'this', '#', 'socialdistancing', ',', 'supermarket', 'car', 'parks', 'are', 'now', 'the', 'place', 'to', 'hang', 'out', '!']","['british', 'love', 'queue', 'socialdistancing', 'supermarket', 'car', 'park', 'place', 'hang']"
3258,34159,For many supermarket employees trying to adhere to 6 feet social distancing rules isn t easy It also remains difficult to fill shelves with meat and produce and bag groceries without coming in close contact with customers,2,"['for', 'many', 'supermarket', 'employees', 'trying', 'to', 'adhere', 'to', '6', 'feet', 'social', 'distancing', 'rules', 'isn', 't', 'easy', 'it', 'also', 'remains', 'difficult', 'to', 'fill', 'shelves', 'with', 'meat', 'and', 'produce', 'and', 'bag', 'groceries', 'without', 'coming', 'in', 'close', 'contact', 'with', 'customers']","['many', 'supermarket', 'employee', 'try', 'adhere', 'foot', 'social', 'distancing', 'rule', 'easy', 'also', 'remain', 'difficult', 'fill', 'shelf', 'meat', 'produce', 'bag', 'grocery', 'without', 'come', 'close', 'contact', 'customer']"
3259,32823,"Using alcohol sanitizer kills Corona Virus on your hands But Drinking alcohol does not kill Corona Virus in your Body?
#coronavirus #Coronafighters follow me for more best tweet #twitter #TuesdayThoughts #TuesdayMotivation #Tuesday https://t.co/HDwgcD4Ver",2,"['using', 'alcohol', 'sanitizer', 'kills', 'corona', 'virus', 'on', 'your', 'hands', 'but', 'drinking', 'alcohol', 'does', 'not', 'kill', 'corona', 'virus', 'in', 'your', 'body', '?', '#', 'coronavirus', '#', 'coronafighters', 'follow', 'me', 'for', 'more', 'best', 'tweet', '#', 'twitter', '#', 'tuesdaythoughts', '#', 'tuesdaymotivation', '#', 'tuesday', 'https', ':', '//t.co/hdwgcd4ver']","['use', 'alcohol', 'sanitizer', 'kill', 'corona', 'virus', 'hand', 'drink', 'alcohol', 'kill', 'corona', 'virus', 'body', 'coronavirus', 'coronafighters', 'follow', 'best', 'tweet', 'twitter', 'tuesdaythoughts', 'tuesdaymotivation', 'tuesday', 'http']"
3260,40289,Attention Face coverings are not a substitute for period I m forced to wear one in the grocery store but nowhere else I found wearing a mask it made me want to touch my face amp that is no good If you re sick or high risk or paranoid wear one,0,"['attention', 'face', 'coverings', 'are', 'not', 'a', 'substitute', 'for', 'period', 'i', 'm', 'forced', 'to', 'wear', 'one', 'in', 'the', 'grocery', 'store', 'but', 'nowhere', 'else', 'i', 'found', 'wearing', 'a', 'mask', 'it', 'made', 'me', 'want', 'to', 'touch', 'my', 'face', 'amp', 'that', 'is', 'no', 'good', 'if', 'you', 're', 'sick', 'or', 'high', 'risk', 'or', 'paranoid', 'wear', 'one']","['attention', 'face', 'covering', 'substitute', 'period', 'force', 'wear', 'one', 'grocery', 'store', 'nowhere', 'else', 'find', 'wear', 'mask', 'make', 'want', 'touch', 'face', 'amp', 'good', 'sick', 'high', 'risk', 'paranoid', 'wear', 'one']"
3261,37134,"Ten #COVID?19 #Anxiety Reduction Strategies | by Ken Goodman MFT.  If you are dealing with anxiety, these tips are great especially media distancing. https://t.co/2rOCVLk8Vh",2,"['ten', '#', 'covid', '?', '19', '#', 'anxiety', 'reduction', 'strategies', '|', 'by', 'ken', 'goodman', 'mft', '.', 'if', 'you', 'are', 'dealing', 'with', 'anxiety', ',', 'these', 'tips', 'are', 'great', 'especially', 'media', 'distancing', '.', 'https', ':', '//t.co/2rocvlk8vh']","['ten', 'covid', 'anxiety', 'reduction', 'strategy', 'ken', 'goodman', 'mft', 'deal', 'anxiety', 'tip', 'great', 'especially', 'medium', 'distance', 'http']"
3262,39122,Who knew people rather starve than have a dirty a hole   Zombie apocalyptic films NEVER showed panic buying looting of Take note Hollywood      ,0,"['who', 'knew', 'people', 'rather', 'starve', 'than', 'have', 'a', 'dirty', 'a', 'hole', 'zombie', 'apocalyptic', 'films', 'never', 'showed', 'panic', 'buying', 'looting', 'of', 'take', 'note', 'hollywood']","['know', 'people', 'rather', 'starve', 'dirty', 'hole', 'zombie', 'apocalyptic', 'film', 'never', 'show', 'panic', 'buying', 'looting', 'take', 'note', 'hollywood']"
3263,39982,A one stop online portal with the Florida Department of Agriculture and Consumer Services  COVID 19 food and agriculture related information for Florida s farmers and ranchers consumers and news media,0,"['a', 'one', 'stop', 'online', 'portal', 'with', 'the', 'florida', 'department', 'of', 'agriculture', 'and', 'consumer', 'services', 'covid', '19', 'food', 'and', 'agriculture', 'related', 'information', 'for', 'florida', 's', 'farmers', 'and', 'ranchers', 'consumers', 'and', 'news', 'media']","['one', 'stop', 'online', 'portal', 'florida', 'department', 'agriculture', 'consumer', 'service', 'covid', 'food', 'agriculture', 'relate', 'information', 'florida', 'farmer', 'rancher', 'consumer', 'news', 'medium']"
3264,32961,"If once-a-week grocery shopping gives you COVID-19 anxiety, imagine what it feels like showing up every day as a supermarket employee.

They are HEROES! While many of us #StayHome, they are one of numerous peopleÂ https://t.co/v8pm5GoX3G",2,"['if', 'once-a-week', 'grocery', 'shopping', 'gives', 'you', 'covid-19', 'anxiety', ',', 'imagine', 'what', 'it', 'feels', 'like', 'showing', 'up', 'every', 'day', 'as', 'a', 'supermarket', 'employee', '.', 'they', 'are', 'heroes', '!', 'while', 'many', 'of', 'us', '#', 'stayhome', ',', 'they', 'are', 'one', 'of', 'numerous', 'peopleâ', 'https', ':', '//t.co/v8pm5gox3g']","['grocery', 'shopping', 'give', 'anxiety', 'imagine', 'feel', 'like', 'show', 'every', 'day', 'supermarket', 'employee', 'hero', 'many', 'u', 'stayhome', 'one', 'numerous', 'peopleâ', 'http']"
3265,32670,"The one behaviour change that we can see is Hygiene culture in india. We will see so many changes in business around us also a huge change in consumer behaviour and their  changing needs.  

New startups and new products in healthcare ? 
 #covid2019",2,"['the', 'one', 'behaviour', 'change', 'that', 'we', 'can', 'see', 'is', 'hygiene', 'culture', 'in', 'india', '.', 'we', 'will', 'see', 'so', 'many', 'changes', 'in', 'business', 'around', 'us', 'also', 'a', 'huge', 'change', 'in', 'consumer', 'behaviour', 'and', 'their', 'changing', 'needs', '.', 'new', 'startups', 'and', 'new', 'products', 'in', 'healthcare', '?', '#', 'covid2019']","['one', 'behaviour', 'change', 'see', 'hygiene', 'culture', 'india', 'see', 'many', 'change', 'business', 'around', 'u', 'also', 'huge', 'change', 'consumer', 'behaviour', 'changing', 'need', 'new', 'startup', 'new', 'product', 'healthcare']"
3266,36975,If you are staying home due to COVID 19 concerns you may be doing some online shopping Did you know you can shop and give to charity at the same time Go to and select Summit Academy OIC as your charity of choice,2,"['if', 'you', 'are', 'staying', 'home', 'due', 'to', 'covid', '19', 'concerns', 'you', 'may', 'be', 'doing', 'some', 'online', 'shopping', 'did', 'you', 'know', 'you', 'can', 'shop', 'and', 'give', 'to', 'charity', 'at', 'the', 'same', 'time', 'go', 'to', 'and', 'select', 'summit', 'academy', 'oic', 'as', 'your', 'charity', 'of', 'choice']","['stay', 'home', 'due', 'covid', 'concern', 'may', 'online', 'shopping', 'know', 'shop', 'give', 'charity', 'time', 'go', 'select', 'summit', 'academy', 'oic', 'charity', 'choice']"
3267,38442,".@VodacomTanzania, @Tigo_TZ, @airtel_tanzania: This is the time to lower the prices of internet bundles (at least temporarily), making staying at home a little more bearable. Streaming can make people feel less isolated. Your customers &amp; Tanzania will thank you! #coronavirus",0,"['.', '@', 'vodacomtanzania', ',', '@', 'tigo_tz', ',', '@', 'airtel_tanzania', ':', 'this', 'is', 'the', 'time', 'to', 'lower', 'the', 'prices', 'of', 'internet', 'bundles', '(', 'at', 'least', 'temporarily', ')', ',', 'making', 'staying', 'at', 'home', 'a', 'little', 'more', 'bearable', '.', 'streaming', 'can', 'make', 'people', 'feel', 'less', 'isolated', '.', 'your', 'customers', '&', 'amp', ';', 'tanzania', 'will', 'thank', 'you', '!', '#', 'coronavirus']","['vodacomtanzania', 'time', 'lower', 'price', 'internet', 'bundle', 'least', 'temporarily', 'make', 'stay', 'home', 'little', 'bearable', 'stream', 'make', 'people', 'feel', 'less', 'isolated', 'customer', 'amp', 'tanzania', 'thank', 'coronavirus']"
3268,39223,There is sufficient stock of food grains and govt of India is committed to protect the interests of farmers during ongoing harvesting season,2,"['there', 'is', 'sufficient', 'stock', 'of', 'food', 'grains', 'and', 'govt', 'of', 'india', 'is', 'committed', 'to', 'protect', 'the', 'interests', 'of', 'farmers', 'during', 'ongoing', 'harvesting', 'season']","['sufficient', 'stock', 'food', 'grain', 'govt', 'india', 'commit', 'protect', 'interest', 'farmer', 'ongoing', 'harvesting', 'season']"
3269,37696,"As consumers, itÂs natural to have questions about the ordering and delivery process of your online shopping. Here are the answers to your questions about online shopping during the #Coronavirus outbreak? https://t.co/6p2xO7ifsF",2,"['as', 'consumers', ',', 'itâ\x92s', 'natural', 'to', 'have', 'questions', 'about', 'the', 'ordering', 'and', 'delivery', 'process', 'of', 'your', 'online', 'shopping', '.', 'here', 'are', 'the', 'answers', 'to', 'your', 'questions', 'about', 'online', 'shopping', 'during', 'the', '#', 'coronavirus', 'outbreak', '?', 'https', ':', '//t.co/6p2xo7ifsf']","['consumer', 'natural', 'question', 'ordering', 'delivery', 'process', 'online', 'shopping', 'answer', 'question', 'online', 'shopping', 'coronavirus', 'outbreak', 'http']"
3270,36663,"They reduced the number of people allowed in the supermarket, made the aisles one way &amp; put tape on the floor to make sure we stand 6 feet apart &amp; still people just wonÂt do it. ItÂs absolutely incredible. IÂm better off at the bodega. #SocialDistancing #SuperMarket #Fail #Humans",2,"['they', 'reduced', 'the', 'number', 'of', 'people', 'allowed', 'in', 'the', 'supermarket', ',', 'made', 'the', 'aisles', 'one', 'way', '&', 'amp', ';', 'put', 'tape', 'on', 'the', 'floor', 'to', 'make', 'sure', 'we', 'stand', '6', 'feet', 'apart', '&', 'amp', ';', 'still', 'people', 'just', 'wonâ\x92t', 'do', 'it', '.', 'itâ\x92s', 'absolutely', 'incredible', '.', 'iâ\x92m', 'better', 'off', 'at', 'the', 'bodega', '.', '#', 'socialdistancing', '#', 'supermarket', '#', 'fail', '#', 'humans']","['reduce', 'number', 'people', 'allow', 'supermarket', 'make', 'aisle', 'one', 'way', 'amp', 'put', 'tape', 'floor', 'make', 'sure', 'stand', 'foot', 'apart', 'amp', 'still', 'people', 'absolutely', 'incredible', 'good', 'bodega', 'socialdistancing', 'supermarket', 'fail', 'human']"
3271,32528,@VersaillesRaps Wow. That's horriple. File a official complaint @FlyFrontier isn't issuing refunds to passengers required to cancel travel due to covid 19. It's #corrupt and should be investigated. Please file your complaint https://t.co/gP3EusapL8,2,"['@', 'versaillesraps', 'wow', '.', 'that', ""'s"", 'horriple', '.', 'file', 'a', 'official', 'complaint', '@', 'flyfrontier', 'is', ""n't"", 'issuing', 'refunds', 'to', 'passengers', 'required', 'to', 'cancel', 'travel', 'due', 'to', 'covid', '19.', 'it', ""'s"", '#', 'corrupt', 'and', 'should', 'be', 'investigated', '.', 'please', 'file', 'your', 'complaint', 'https', ':', '//t.co/gp3eusapl8']","['versaillesraps', 'wow', 'horriple', 'file', 'official', 'complaint', 'flyfrontier', 'issue', 'refund', 'passenger', 'require', 'cancel', 'travel', 'due', 'covid', 'corrupt', 'investigate', 'please', 'file', 'complaint', 'http']"
3272,38772,I hope our leaders are only doing business with suppliers who have been properly vetted It would be infuriating to see the govt process reward foreign or domestic bad actors at high prices if other suppliers are available if possible,0,"['i', 'hope', 'our', 'leaders', 'are', 'only', 'doing', 'business', 'with', 'suppliers', 'who', 'have', 'been', 'properly', 'vetted', 'it', 'would', 'be', 'infuriating', 'to', 'see', 'the', 'govt', 'process', 'reward', 'foreign', 'or', 'domestic', 'bad', 'actors', 'at', 'high', 'prices', 'if', 'other', 'suppliers', 'are', 'available', 'if', 'possible']","['hope', 'leader', 'business', 'supplier', 'properly', 'vet', 'would', 'infuriate', 'see', 'govt', 'process', 'reward', 'foreign', 'domestic', 'bad', 'actor', 'high', 'price', 'supplier', 'available', 'possible']"
3273,38654,".@MTNza under #Covid_19 #StayAtHome #LockdownSA how are you still stealing people's #data with your ridiculous expiry dates?!
#DataMustFall with your highway robbery prices, and now you're expiring data? 
#CustomerExperience sucks",0,"['.', '@', 'mtnza', 'under', '#', 'covid_19', '#', 'stayathome', '#', 'lockdownsa', 'how', 'are', 'you', 'still', 'stealing', 'people', ""'s"", '#', 'data', 'with', 'your', 'ridiculous', 'expiry', 'dates', '?', '!', '#', 'datamustfall', 'with', 'your', 'highway', 'robbery', 'prices', ',', 'and', 'now', 'you', ""'re"", 'expiring', 'data', '?', '#', 'customerexperience', 'sucks']","['mtnza', 'stayathome', 'lockdownsa', 'still', 'steal', 'people', 'data', 'ridiculous', 'expiry', 'date', 'datamustfall', 'highway', 'robbery', 'price', 'expire', 'data', 'customerexperience', 'suck']"
3274,36167,"While #COVID19 has thrown us into uncharted territory, one thing is certain: Consumer behaviors are changing significantly. Read the latest findings from our #Consumer Insights Survey: https://t.co/Mbx34pMOWr #business https://t.co/5FliuqKBEL",2,"['while', '#', 'covid19', 'has', 'thrown', 'us', 'into', 'uncharted', 'territory', ',', 'one', 'thing', 'is', 'certain', ':', 'consumer', 'behaviors', 'are', 'changing', 'significantly', '.', 'read', 'the', 'latest', 'findings', 'from', 'our', '#', 'consumer', 'insights', 'survey', ':', 'https', ':', '//t.co/mbx34pmowr', '#', 'business', 'https', ':', '//t.co/5fliuqkbel']","['throw', 'u', 'uncharted', 'territory', 'one', 'thing', 'certain', 'consumer', 'behavior', 'change', 'significantly', 'read', 'late', 'finding', 'consumer', 'insight', 'survey', 'http', 'business', 'http']"
3275,40641,"Do you agree with the hypothesis that Indian society might have changed forever with the experience of COVID-19? Read more https://t.co/7fX9EDcPM6

#coronavirus #COVID2019 #Covid_19 #corona #lockdown #Lockdownextention #consumer #Indian2 #Indians #coronaupdatesindia #seniors2020",2,"['do', 'you', 'agree', 'with', 'the', 'hypothesis', 'that', 'indian', 'society', 'might', 'have', 'changed', 'forever', 'with', 'the', 'experience', 'of', 'covid-19', '?', 'read', 'more', 'https', ':', '//t.co/7fx9edcpm6', '#', 'coronavirus', '#', 'covid2019', '#', 'covid_19', '#', 'corona', '#', 'lockdown', '#', 'lockdownextention', '#', 'consumer', '#', 'indian2', '#', 'indians', '#', 'coronaupdatesindia', '#', 'seniors2020']","['agree', 'hypothesis', 'indian', 'society', 'might', 'change', 'forever', 'experience', 'read', 'http', 'coronavirus', 'corona', 'lockdown', 'lockdownextention', 'consumer', 'indian', 'coronaupdatesindia']"
3276,39801,I couldn t stop crying for this nurse for the Uber driver struggling to make money for the unseen janitors disinfecting surrounded by the weight of their role grocery store workers transit workers postal workers immigrants w no aid must make us better,0,"['i', 'couldn', 't', 'stop', 'crying', 'for', 'this', 'nurse', 'for', 'the', 'uber', 'driver', 'struggling', 'to', 'make', 'money', 'for', 'the', 'unseen', 'janitors', 'disinfecting', 'surrounded', 'by', 'the', 'weight', 'of', 'their', 'role', 'grocery', 'store', 'workers', 'transit', 'workers', 'postal', 'workers', 'immigrants', 'w', 'no', 'aid', 'must', 'make', 'us', 'better']","['stop', 'cry', 'nurse', 'uber', 'driver', 'struggle', 'make', 'money', 'unseen', 'janitor', 'disinfect', 'surround', 'weight', 'role', 'grocery', 'store', 'worker', 'transit', 'worker', 'postal', 'worker', 'immigrant', 'w', 'aid', 'must', 'make', 'u', 'good']"
